RunId,iteration,Step,width,height,seed,authority,authority_density,Mean Knowledge,Mean Behavior,Net Health Belief
3,0,77,50,50,0,False,0.25,4.96187101622369,0.56,0.1222730776540922
3,0,78,50,50,0,False,0.25,5.0911110162236906,0.5604,0.1230291272899392
3,0,79,50,50,0,False,0.25,5.2274710162236895,0.5612,0.12271394569995314
3,0,80,50,50,0,False,0.25,5.37887101622369,0.5612,0.12209007255714528
3,0,81,50,50,0,False,0.25,5.52351101622369,0.5612,0.1217427231108057
3,0,82,50,50,0,False,0.25,5.655271016223691,0.5608,0.1209832426351199
3,0,83,50,50,0,False,0.25,5.7861910162236905,0.5604,0.12029248447833092
3,0,84,50,50,0,False,0.25,5.91263101622369,0.56,0.1199365765345263
3,0,85,50,50,0,False,0.25,6.04459101622369,0.56,0.11967384588132358
3,0,86,50,50,0,False,0.25,6.17547101622369,0.5608,0.11894055540050222
3,0,87,50,50,0,False,0.25,6.29951101622369,0.5592,0.1174345968422726
3,0,88,50,50,0,False,0.25,6.44023101622369,0.5576,0.11571582559832659
3,0,89,50,50,0,False,0.25,6.59003101622369,0.556,0.11418724435964807
3,0,90,50,50,0,False,0.25,6.7544710162236905,0.556,0.11351602651183805
3,0,91,50,50,0,False,0.25,6.88275101622369,0.5564,0.11345132911760447
3,0,92,50,50,0,False,0.25,7.03895101622369,0.5564,0.11348425329201023
3,0,93,50,50,0,False,0.25,7.19123101622369,0.5568,0.1135976107895111
3,0,94,50,50,0,False,0.25,7.3133110162236905,0.5572,0.11376532908131448
3,0,95,50,50,0,False,0.25,7.45991101622369,0.5576,0.11379340630010247
3,0,96,50,50,0,False,0.25,7.62603101622369,0.5572,0.11360205177670009
3,0,97,50,50,0,False,0.25,7.76495101622369,0.5568,0.11372146413316389
3,0,98,50,50,0,False,0.25,7.933471016223691,0.5568,0.11400937511793335
3,0,99,50,50,0,False,0.25,8.11103101622369,0.5576,0.11451026410450572
3,0,100,50,50,0,False,0.25,8.234191016223688,0.5564,0.11460753954830309
4,0,0,50,50,0,False,0.5,-0.00024898377631012955,0.5136,0.019852224800513275
4,0,1,50,50,0,False,0.5,0.0019110162236898717,0.5204,0.020059963503987935
4,0,2,50,50,0,False,0.5,0.005071016223689871,0.518,0.020254686079168065
4,0,3,50,50,0,False,0.5,0.01103101622368987,0.5168,0.02018044564841805
4,0,4,50,50,0,False,0.5,0.012511016223689872,0.5164,0.02040881967687309
4,0,5,50,50,0,False,0.5,0.01503101622368987,0.5152,0.02060206313661632
4,0,6,50,50,0,False,0.5,0.01979101622368986,0.5104,0.02088517907408723
4,0,7,50,50,0,False,0.5,0.03075101622368986,0.514,0.02216304795195293
4,0,8,50,50,0,False,0.5,0.034071016223689875,0.5116,0.023606652394373456
4,0,9,50,50,0,False,0.5,0.03979101622368987,0.512,0.02521387946475296
4,0,10,50,50,0,False,0.5,0.040911016223689874,0.5168,0.027073653762217344
4,0,11,50,50,0,False,0.5,0.05035101622368987,0.5128,0.028339732136272586
4,0,12,50,50,0,False,0.5,0.05491101622368985,0.5104,0.02963961178849503
4,0,13,50,50,0,False,0.5,0.06147101622368989,0.516,0.03089708128736418
4,0,14,50,50,0,False,0.5,0.07111101622368987,0.5148,0.03296944716776194
4,0,15,50,50,0,False,0.5,0.0785910162236899,0.522,0.0344358668858938
4,0,16,50,50,0,False,0.5,0.09915101622368987,0.5272,0.03631801535527122
4,0,17,50,50,0,False,0.5,0.11999101622368988,0.5252,0.03850019076737138
4,0,18,50,50,0,False,0.5,0.14723101622368986,0.5244,0.04070249551295387
4,0,19,50,50,0,False,0.5,0.1616310162236899,0.5232,0.043345195912034354
4,0,20,50,50,0,False,0.5,0.18879101622368985,0.5276,0.047260671516585674
4,0,21,50,50,0,False,0.5,0.21171101622368987,0.528,0.05178999641554533
4,0,22,50,50,0,False,0.5,0.2353510162236899,0.5268,0.05542368414194784
4,0,23,50,50,0,False,0.5,0.2785910162236899,0.5272,0.05950412387166871
4,0,24,50,50,0,False,0.5,0.3127910162236899,0.528,0.06306750716545365
4,0,25,50,50,0,False,0.5,0.35235101622368986,0.5304,0.0669037578844777
4,0,26,50,50,0,False,0.5,0.39619101622368985,0.5348,0.07080625440959164
4,0,27,50,50,0,False,0.5,0.4217910162236899,0.5372,0.07429667434649376
4,0,28,50,50,0,False,0.5,0.4654710162236899,0.54,0.07750478159523336
4,0,29,50,50,0,False,0.5,0.5082310162236898,0.542,0.08150660502017422
4,0,30,50,50,0,False,0.5,0.5466310162236898,0.5428,0.08462170776556481
4,0,31,50,50,0,False,0.5,0.5890310162236899,0.5456,0.08691312514924263
4,0,32,50,50,0,False,0.5,0.63447101622369,0.546,0.08904958148364353
4,0,33,50,50,0,False,0.5,0.6643110162236898,0.5476,0.0903793684300603
4,0,34,50,50,0,False,0.5,0.7188710162236899,0.5476,0.0918444150518598
4,0,35,50,50,0,False,0.5,0.7743110162236899,0.5464,0.09323092353056345
4,0,36,50,50,0,False,0.5,0.8316310162236897,0.5464,0.09433466558145685
4,0,37,50,50,0,False,0.5,0.8870710162236899,0.546,0.09563004217514745
4,0,38,50,50,0,False,0.5,0.95379101622369,0.5452,0.09690672273867348
4,0,39,50,50,0,False,0.5,1.01019101622369,0.5468,0.0975030088384197
4,0,40,50,50,0,False,0.5,1.06799101622369,0.5496,0.09808360319339358
4,0,41,50,50,0,False,0.5,1.14055101622369,0.5508,0.09933423732422557
4,0,42,50,50,0,False,0.5,1.21015101622369,0.5508,0.10081408946261008
4,0,43,50,50,0,False,0.5,1.28679101622369,0.5508,0.10225085969127791
4,0,44,50,50,0,False,0.5,1.36203101622369,0.5496,0.10343146483791159
4,0,45,50,50,0,False,0.5,1.42979101622369,0.5504,0.10463007015741312
4,0,46,50,50,0,False,0.5,1.5328710162236898,0.5528,0.10598467048082096
4,0,47,50,50,0,False,0.5,1.5960710162236902,0.5528,0.10700002003656646
4,0,48,50,50,0,False,0.5,1.6911910162236898,0.5556,0.10796442158715906
4,0,49,50,50,0,False,0.5,1.7931910162236897,0.5556,0.10912249223049994
4,0,50,50,50,0,False,0.5,1.8864710162236902,0.5548,0.10979942182502334
4,0,51,50,50,0,False,0.5,1.97207101622369,0.5556,0.11000878405876596
4,0,52,50,50,0,False,0.5,2.06479101622369,0.5544,0.11050991804306388
4,0,53,50,50,0,False,0.5,2.14095101622369,0.5548,0.11034858203381659
4,0,54,50,50,0,False,0.5,2.24863101622369,0.5556,0.11054879928428167
4,0,55,50,50,0,False,0.5,2.3529510162236895,0.5552,0.11132521780313313
4,0,56,50,50,0,False,0.5,2.45791101622369,0.5548,0.11183421340826394
4,0,57,50,50,0,False,0.5,2.56663101622369,0.5548,0.11262420073425579
4,0,58,50,50,0,False,0.5,2.6744310162236897,0.558,0.11382346252118297
4,0,59,50,50,0,False,0.5,2.7861110162236904,0.558,0.11475747886221337
4,0,60,50,50,0,False,0.5,2.8935510162236895,0.5576,0.11527635307188348
4,0,61,50,50,0,False,0.5,3.01571101622369,0.5564,0.1156093904278502
4,0,62,50,50,0,False,0.5,3.13103101622369,0.5572,0.11553925549017074
4,0,63,50,50,0,False,0.5,3.2477110162236897,0.5576,0.11600567473048881
4,0,64,50,50,0,False,0.5,3.36647101622369,0.5572,0.11665574045317825
4,0,65,50,50,0,False,0.5,3.4687910162236903,0.558,0.11700286921921534
4,0,66,50,50,0,False,0.5,3.5897510162236896,0.5592,0.11824719722696554
4,0,67,50,50,0,False,0.5,3.6997510162236904,0.5608,0.1199367714258752
4,0,68,50,50,0,False,0.5,3.83879101622369,0.5608,0.12148838228256903
4,0,69,50,50,0,False,0.5,3.93823101622369,0.56,0.12177647568872162
4,0,70,50,50,0,False,0.5,4.09183101622369,0.5596,0.1215125347518404
4,0,71,50,50,0,False,0.5,4.230311016223689,0.5604,0.12137747985477533
4,0,72,50,50,0,False,0.5,4.36923101622369,0.5612,0.12152580498123475
4,0,73,50,50,0,False,0.5,4.483791016223691,0.5608,0.12142073434512013
4,0,74,50,50,0,False,0.5,4.6287910162236905,0.5612,0.12157044752161646
4,0,75,50,50,0,False,0.5,4.727431016223691,0.5604,0.12176259362102217
4,0,76,50,50,0,False,0.5,4.83919101622369,0.56,0.1220261593857372
4,0,77,50,50,0,False,0.5,4.96187101622369,0.56,0.1222730776540922
4,0,78,50,50,0,False,0.5,5.0911110162236906,0.5604,0.1230291272899392
4,0,79,50,50,0,False,0.5,5.2274710162236895,0.5612,0.12271394569995314
4,0,80,50,50,0,False,0.5,5.37887101622369,0.5612,0.12209007255714528
4,0,81,50,50,0,False,0.5,5.52351101622369,0.5612,0.1217427231108057
4,0,82,50,50,0,False,0.5,5.655271016223691,0.5608,0.1209832426351199
4,0,83,50,50,0,False,0.5,5.7861910162236905,0.5604,0.12029248447833092
4,0,84,50,50,0,False,0.5,5.91263101622369,0.56,0.1199365765345263
4,0,85,50,50,0,False,0.5,6.04459101622369,0.56,0.11967384588132358
4,0,86,50,50,0,False,0.5,6.17547101622369,0.5608,0.11894055540050222
4,0,87,50,50,0,False,0.5,6.29951101622369,0.5592,0.1174345968422726
4,0,88,50,50,0,False,0.5,6.44023101622369,0.5576,0.11571582559832659
4,0,89,50,50,0,False,0.5,6.59003101622369,0.556,0.11418724435964807
4,0,90,50,50,0,False,0.5,6.7544710162236905,0.556,0.11351602651183805
4,0,91,50,50,0,False,0.5,6.88275101622369,0.5564,0.11345132911760447
4,0,92,50,50,0,False,0.5,7.03895101622369,0.5564,0.11348425329201023
4,0,93,50,50,0,False,0.5,7.19123101622369,0.5568,0.1135976107895111
4,0,94,50,50,0,False,0.5,7.3133110162236905,0.5572,0.11376532908131448
4,0,95,50,50,0,False,0.5,7.45991101622369,0.5576,0.11379340630010247
4,0,96,50,50,0,False,0.5,7.62603101622369,0.5572,0.11360205177670009
4,0,97,50,50,0,False,0.5,7.76495101622369,0.5568,0.11372146413316389
4,0,98,50,50,0,False,0.5,7.933471016223691,0.5568,0.11400937511793335
4,0,99,50,50,0,False,0.5,8.11103101622369,0.5576,0.11451026410450572
4,0,100,50,50,0,False,0.5,8.234191016223688,0.5564,0.11460753954830309
5,0,0,50,50,0,False,0.75,-0.00024898377631012955,0.5136,0.019852224800513275
5,0,1,50,50,0,False,0.75,0.0019110162236898717,0.5204,0.020059963503987935
5,0,2,50,50,0,False,0.75,0.005071016223689871,0.518,0.020254686079168065
5,0,3,50,50,0,False,0.75,0.01103101622368987,0.5168,0.02018044564841805
5,0,4,50,50,0,False,0.75,0.012511016223689872,0.5164,0.02040881967687309
5,0,5,50,50,0,False,0.75,0.01503101622368987,0.5152,0.02060206313661632
5,0,6,50,50,0,False,0.75,0.01979101622368986,0.5104,0.02088517907408723
5,0,7,50,50,0,False,0.75,0.03075101622368986,0.514,0.02216304795195293
5,0,8,50,50,0,False,0.75,0.034071016223689875,0.5116,0.023606652394373456
5,0,9,50,50,0,False,0.75,0.03979101622368987,0.512,0.02521387946475296
5,0,10,50,50,0,False,0.75,0.040911016223689874,0.5168,0.027073653762217344
5,0,11,50,50,0,False,0.75,0.05035101622368987,0.5128,0.028339732136272586
5,0,12,50,50,0,False,0.75,0.05491101622368985,0.5104,0.02963961178849503
5,0,13,50,50,0,False,0.75,0.06147101622368989,0.516,0.03089708128736418
5,0,14,50,50,0,False,0.75,0.07111101622368987,0.5148,0.03296944716776194
5,0,15,50,50,0,False,0.75,0.0785910162236899,0.522,0.0344358668858938
5,0,16,50,50,0,False,0.75,0.09915101622368987,0.5272,0.03631801535527122
5,0,17,50,50,0,False,0.75,0.11999101622368988,0.5252,0.03850019076737138
5,0,18,50,50,0,False,0.75,0.14723101622368986,0.5244,0.04070249551295387
5,0,19,50,50,0,False,0.75,0.1616310162236899,0.5232,0.043345195912034354
5,0,20,50,50,0,False,0.75,0.18879101622368985,0.5276,0.047260671516585674
5,0,21,50,50,0,False,0.75,0.21171101622368987,0.528,0.05178999641554533
5,0,22,50,50,0,False,0.75,0.2353510162236899,0.5268,0.05542368414194784
5,0,23,50,50,0,False,0.75,0.2785910162236899,0.5272,0.05950412387166871
5,0,24,50,50,0,False,0.75,0.3127910162236899,0.528,0.06306750716545365
5,0,25,50,50,0,False,0.75,0.35235101622368986,0.5304,0.0669037578844777
5,0,26,50,50,0,False,0.75,0.39619101622368985,0.5348,0.07080625440959164
5,0,27,50,50,0,False,0.75,0.4217910162236899,0.5372,0.07429667434649376
5,0,28,50,50,0,False,0.75,0.4654710162236899,0.54,0.07750478159523336
5,0,29,50,50,0,False,0.75,0.5082310162236898,0.542,0.08150660502017422
5,0,30,50,50,0,False,0.75,0.5466310162236898,0.5428,0.08462170776556481
5,0,31,50,50,0,False,0.75,0.5890310162236899,0.5456,0.08691312514924263
5,0,32,50,50,0,False,0.75,0.63447101622369,0.546,0.08904958148364353
5,0,33,50,50,0,False,0.75,0.6643110162236898,0.5476,0.0903793684300603
5,0,34,50,50,0,False,0.75,0.7188710162236899,0.5476,0.0918444150518598
5,0,35,50,50,0,False,0.75,0.7743110162236899,0.5464,0.09323092353056345
5,0,36,50,50,0,False,0.75,0.8316310162236897,0.5464,0.09433466558145685
5,0,37,50,50,0,False,0.75,0.8870710162236899,0.546,0.09563004217514745
5,0,38,50,50,0,False,0.75,0.95379101622369,0.5452,0.09690672273867348
5,0,39,50,50,0,False,0.75,1.01019101622369,0.5468,0.0975030088384197
5,0,40,50,50,0,False,0.75,1.06799101622369,0.5496,0.09808360319339358
5,0,41,50,50,0,False,0.75,1.14055101622369,0.5508,0.09933423732422557
5,0,42,50,50,0,False,0.75,1.21015101622369,0.5508,0.10081408946261008
5,0,43,50,50,0,False,0.75,1.28679101622369,0.5508,0.10225085969127791
5,0,44,50,50,0,False,0.75,1.36203101622369,0.5496,0.10343146483791159
5,0,45,50,50,0,False,0.75,1.42979101622369,0.5504,0.10463007015741312
5,0,46,50,50,0,False,0.75,1.5328710162236898,0.5528,0.10598467048082096
5,0,47,50,50,0,False,0.75,1.5960710162236902,0.5528,0.10700002003656646
5,0,48,50,50,0,False,0.75,1.6911910162236898,0.5556,0.10796442158715906
5,0,49,50,50,0,False,0.75,1.7931910162236897,0.5556,0.10912249223049994
5,0,50,50,50,0,False,0.75,1.8864710162236902,0.5548,0.10979942182502334
5,0,51,50,50,0,False,0.75,1.97207101622369,0.5556,0.11000878405876596
5,0,52,50,50,0,False,0.75,2.06479101622369,0.5544,0.11050991804306388
5,0,53,50,50,0,False,0.75,2.14095101622369,0.5548,0.11034858203381659
5,0,54,50,50,0,False,0.75,2.24863101622369,0.5556,0.11054879928428167
5,0,55,50,50,0,False,0.75,2.3529510162236895,0.5552,0.11132521780313313
5,0,56,50,50,0,False,0.75,2.45791101622369,0.5548,0.11183421340826394
5,0,57,50,50,0,False,0.75,2.56663101622369,0.5548,0.11262420073425579
5,0,58,50,50,0,False,0.75,2.6744310162236897,0.558,0.11382346252118297
5,0,59,50,50,0,False,0.75,2.7861110162236904,0.558,0.11475747886221337
5,0,60,50,50,0,False,0.75,2.8935510162236895,0.5576,0.11527635307188348
5,0,61,50,50,0,False,0.75,3.01571101622369,0.5564,0.1156093904278502
5,0,62,50,50,0,False,0.75,3.13103101622369,0.5572,0.11553925549017074
5,0,63,50,50,0,False,0.75,3.2477110162236897,0.5576,0.11600567473048881
5,0,64,50,50,0,False,0.75,3.36647101622369,0.5572,0.11665574045317825
5,0,65,50,50,0,False,0.75,3.4687910162236903,0.558,0.11700286921921534
5,0,66,50,50,0,False,0.75,3.5897510162236896,0.5592,0.11824719722696554
5,0,67,50,50,0,False,0.75,3.6997510162236904,0.5608,0.1199367714258752
5,0,68,50,50,0,False,0.75,3.83879101622369,0.5608,0.12148838228256903
5,0,69,50,50,0,False,0.75,3.93823101622369,0.56,0.12177647568872162
5,0,70,50,50,0,False,0.75,4.09183101622369,0.5596,0.1215125347518404
5,0,71,50,50,0,False,0.75,4.230311016223689,0.5604,0.12137747985477533
5,0,72,50,50,0,False,0.75,4.36923101622369,0.5612,0.12152580498123475
5,0,73,50,50,0,False,0.75,4.483791016223691,0.5608,0.12142073434512013
5,0,74,50,50,0,False,0.75,4.6287910162236905,0.5612,0.12157044752161646
5,0,75,50,50,0,False,0.75,4.727431016223691,0.5604,0.12176259362102217
5,0,76,50,50,0,False,0.75,4.83919101622369,0.56,0.1220261593857372
5,0,77,50,50,0,False,0.75,4.96187101622369,0.56,0.1222730776540922
5,0,78,50,50,0,False,0.75,5.0911110162236906,0.5604,0.1230291272899392
5,0,79,50,50,0,False,0.75,5.2274710162236895,0.5612,0.12271394569995314
5,0,80,50,50,0,False,0.75,5.37887101622369,0.5612,0.12209007255714528
5,0,81,50,50,0,False,0.75,5.52351101622369,0.5612,0.1217427231108057
5,0,82,50,50,0,False,0.75,5.655271016223691,0.5608,0.1209832426351199
5,0,83,50,50,0,False,0.75,5.7861910162236905,0.5604,0.12029248447833092
5,0,84,50,50,0,False,0.75,5.91263101622369,0.56,0.1199365765345263
5,0,85,50,50,0,False,0.75,6.04459101622369,0.56,0.11967384588132358
5,0,86,50,50,0,False,0.75,6.17547101622369,0.5608,0.11894055540050222
5,0,87,50,50,0,False,0.75,6.29951101622369,0.5592,0.1174345968422726
5,0,88,50,50,0,False,0.75,6.44023101622369,0.5576,0.11571582559832659
5,0,89,50,50,0,False,0.75,6.59003101622369,0.556,0.11418724435964807
5,0,90,50,50,0,False,0.75,6.7544710162236905,0.556,0.11351602651183805
5,0,91,50,50,0,False,0.75,6.88275101622369,0.5564,0.11345132911760447
5,0,92,50,50,0,False,0.75,7.03895101622369,0.5564,0.11348425329201023
5,0,93,50,50,0,False,0.75,7.19123101622369,0.5568,0.1135976107895111
5,0,94,50,50,0,False,0.75,7.3133110162236905,0.5572,0.11376532908131448
5,0,95,50,50,0,False,0.75,7.45991101622369,0.5576,0.11379340630010247
5,0,96,50,50,0,False,0.75,7.62603101622369,0.5572,0.11360205177670009
5,0,97,50,50,0,False,0.75,7.76495101622369,0.5568,0.11372146413316389
5,0,98,50,50,0,False,0.75,7.933471016223691,0.5568,0.11400937511793335
5,0,99,50,50,0,False,0.75,8.11103101622369,0.5576,0.11451026410450572
5,0,100,50,50,0,False,0.75,8.234191016223688,0.5564,0.11460753954830309
0,0,0,50,50,0,True,0.25,-0.00024898377631012955,0.5136,0.019852224800513275
0,0,1,50,50,0,True,0.25,-0.03644468363294059,0.5144,0.015555799373115377
0,0,2,50,50,0,True,0.25,-0.08092457868966633,0.5,0.007314032798453438
0,0,3,50,50,0,True,0.25,-0.1313804278073817,0.5028,-0.003626963392673524
0,0,4,50,50,0,True,0.25,-0.14739672974976256,0.4972,-0.01444444306992031
0,0,5,50,50,0,True,0.25,-0.17891431098461766,0.4872,-0.023033667906245836
0,0,6,50,50,0,True,0.25,-0.254260103941558,0.492,-0.03211639939308578
0,0,7,50,50,0,True,0.25,-0.30970745162636965,0.4808,-0.04001532100459695
0,0,8,50,50,0,True,0.25,-0.41912606621531706,0.482,-0.04279643932645959
0,0,9,50,50,0,True,0.25,-0.3959531229416671,0.4776,-0.04383740187786342
0,0,10,50,50,0,True,0.25,-0.4714608409872093,0.4712,-0.04671375699890166
0,0,11,50,50,0,True,0.25,-0.5207584935710291,0.4712,-0.04867907499540948
0,0,12,50,50,0,True,0.25,-0.544233775349921,0.4712,-0.04957815983030766
0,0,13,50,50,0,True,0.25,-0.5765455942172126,0.4708,-0.049886727883444525
0,0,14,50,50,0,True,0.25,-0.6545311015857321,0.4744,-0.04908763397436475
0,0,15,50,50,0,True,0.25,-0.7003248637105107,0.4748,-0.048886967393455674
0,0,16,50,50,0,True,0.25,-0.7587828219139253,0.474,-0.051540559500933385
0,0,17,50,50,0,True,0.25,-0.8304016588053766,0.4724,-0.05497398560531682
0,0,18,50,50,0,True,0.25,-0.8805922041724894,0.4692,-0.05776732273830069
0,0,19,50,50,0,True,0.25,-0.9020220023771585,0.4668,-0.0587194883324734
0,0,20,50,50,0,True,0.25,-0.910152843455324,0.4676,-0.06010720033985726
0,0,21,50,50,0,True,0.25,-0.8858502059248654,0.4656,-0.06305668408475881
0,0,22,50,50,0,True,0.25,-0.9490703689323414,0.4668,-0.06593302300560312
0,0,23,50,50,0,True,0.25,-0.9688617264634913,0.468,-0.06787678903004286
0,0,24,50,50,0,True,0.25,-1.0432193924470556,0.4624,-0.06957021187870532
0,0,25,50,50,0,True,0.25,-1.0874477243468077,0.4592,-0.0742728600916886
0,0,26,50,50,0,True,0.25,-1.2093285598057057,0.458,-0.07756532794536124
0,0,27,50,50,0,True,0.25,-1.2926669746868822,0.4568,-0.08000853872722723
0,0,28,50,50,0,True,0.25,-1.364879651917003,0.4572,-0.08062339963591637
0,0,29,50,50,0,True,0.25,-1.4612989916127725,0.458,-0.07918244887912752
0,0,30,50,50,0,True,0.25,-1.5416652453337532,0.4612,-0.07845931053208308
0,0,31,50,50,0,True,0.25,-1.5439761473454123,0.462,-0.07639080641644132
0,0,32,50,50,0,True,0.25,-1.652814304401626,0.4616,-0.07465095810684078
0,0,33,50,50,0,True,0.25,-1.67149066472876,0.4628,-0.07245855888785782
0,0,34,50,50,0,True,0.25,-1.6990687449938384,0.466,-0.06953985296795481
0,0,35,50,50,0,True,0.25,-1.7563235626054534,0.4672,-0.06736004156691294
0,0,36,50,50,0,True,0.25,-1.8019832521596866,0.4668,-0.06976736742258646
